Name,City,Country Code,Days,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   abercrombie lane sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    custom pizzeria braddon,Braddon,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    inch pizza melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and bistro brisbane,Brisbane,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      restaurant perth,Perth,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data      dining bar sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     cafe perth,Perth,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   wise monkeys pub sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bar and restaurant sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    espresso kingston,Kingston,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    pizzeria melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  fourteen surry hills,Surry Hills,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   and dime bagels melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data   boroughs brisbane,Brisbane,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     bench melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    rokujuni sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data     korean bbq sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  th and bake patisserie cafe canberra,Canberra,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data  bit melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data    secondi melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a fish called inglewood inglewood,Inglewood,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data a   melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aamaya indian restaurant brisbane,Brisbane,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data abb air sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data acmi cafe and bar melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data adelphi grill perth,Perth,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aero cafe and bar sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data affogato melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aisuru sushi perth,Perth,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aix caf  creperie salon melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data aj vietnamese noodle house brisbane,Brisbane,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data ajisen ramen melbourne,Melbourne,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,5,16,00,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data akaneya japanese restaurant sydney,Sydney,AU,6,16,00,21,00
PYTHON  DataAnalysis Python Spring   Assignment   Data alfredo authentic italian restaurant sydney,Sydney,AU,0,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data alfredo authentic italian restaurant sydney,Sydney,AU,1,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data alfredo authentic italian restaurant sydney,Sydney,AU,2,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data alfredo authentic italian restaurant sydney,Sydney,AU,3,11,30,22,00
PYTHON  DataAnalysis Python Spring   Assignment   Data alfredo authentic italian restaurant sydney,Sydney,AU,4,11,30,23,00
PYTHON  DataAnalysis Python Spring   Assignment   Data alfredo authentic italian restaurant sydney,Sydney,AU,5,16,00,23,00
